Order ID	Product	Unit Price	Quantity	Discount
10665	Raclette Courdavault	$55.00	1	0.00%
10665	Lakkalikööri	$18.00	10	0.00%
10666	Thüringer Rostbratwurst	$123.79	36	0.00%
10666	Louisiana Fiery Hot Pepper Sauce	$21.05	10	0.00%
10667	Gudbrandsdalsost	$36.00	45	20.00%
10667	Fløtemysost	$21.50	14	20.00%
10668	Gorgonzola Telino	$12.50	8	10.00%
10668	Pâté chinois	$24.00	4	10.00%
10668	Wimmers gute Semmelknödel	$33.25	15	10.00%
10669	Inlagd Sill	$19.00	30	0.00%
10670	Tunnbröd	$9.00	32	0.00%
10670	Spegesild	$12.00	60	0.00%
10670	Laughing Lumberjack Lager	$14.00	25	0.00%
10670	Röd Kaviar	$15.00	50	0.00%
10670	Rhönbräu Klosterbier	$7.75	25	0.00%
10671	Pavlova	$17.45	10	0.00%
10671	Tarte au sucre	$49.30	10	0.00%
10671	Louisiana Fiery Hot Pepper Sauce	$21.05	12	0.00%
10672	Côte de Blaye	$263.50	15	10.00%
10672	Fløtemysost	$21.50	12	0.00%
10673	Pavlova	$17.45	3	0.00%
10673	Singaporean Hokkien Fried Mee	$14.00	6	0.00%
10673	Ipoh Coffee	$46.00	6	0.00%
10674	Tunnbröd	$9.00	5	0.00%
10675	Tofu	$23.25	30	0.00%
10675	Perth Pasties	$32.80	10	0.00%
10675	Escargots de Bourgogne	$13.25	30	0.00%
10676	Ikura	$31.00	2	0.00%
10676	Teatime Chocolate Biscuits	$9.20	7	0.00%
10676	Gula Malacca	$19.45	21	0.00%
10677	Gumbär Gummibärchen	$31.23	30	15.00%
10677	Geitost	$2.50	8	15.00%
10678	Queso Manchego La Pastora	$38.00	100	0.00%
10678	Geitost	$2.50	30	0.00%
10678	Jack's New England Clam Chowder	$9.65	120	0.00%
10678	Tourtière	$7.45	30	0.00%
10679	Raclette Courdavault	$55.00	12	0.00%
10680	Pavlova	$17.45	50	25.00%
10680	Gorgonzola Telino	$12.50	20	25.00%
10680	Singaporean Hokkien Fried Mee	$14.00	40	25.00%
10681	Teatime Chocolate Biscuits	$9.20	30	10.00%
10681	Sir Rodney's Scones	$10.00	12	10.00%
10681	Wimmers gute Semmelknödel	$33.25	28	0.00%
10682	Geitost	$2.50	30	0.00%
10682	Louisiana Hot Spiced Okra	$17.00	4	0.00%
10682	Rhönbräu Klosterbier	$7.75	30	0.00%
10683	Filo Mix	$7.00	9	0.00%
10684	Boston Crab Meat	$18.40	20	0.00%
10684	Zaanse koeken	$9.50	40	0.00%
10684	Camembert Pierrot	$34.00	30	0.00%
10685	Ikura	$31.00	20	0.00%
10685	Jack's New England Clam Chowder	$9.65	4	0.00%
10685	Zaanse koeken	$9.50	15	0.00%
10686	Alice Mutton	$39.00	30	20.00%
10686	Gumbär Gummibärchen	$31.23	15	0.00%
10687	Mishi Kobe Niku	$97.00	50	25.00%
10687	Thüringer Rostbratwurst	$123.79	10	0.00%
10687	Inlagd Sill	$19.00	6	25.00%
10688	Ikura	$31.00	18	10.00%
10688	Rössle Sauerkraut	$45.60	60	10.00%
10688	Sasquatch Ale	$14.00	14	0.00%
10689	Chai	$18.00	35	25.00%
10690	Gnocchi di nonna Alice	$38.00	20	25.00%
10690	Original Frankfurter grüne Soße	$13.00	30	25.00%
10691	Chai	$18.00	30	0.00%
10691	Thüringer Rostbratwurst	$123.79	40	0.00%
10691	Ipoh Coffee	$46.00	40	0.00%
10691	Gula Malacca	$19.45	24	0.00%
10691	Tarte au sucre	$49.30	48	0.00%
10692	Vegie-spread	$43.90	20	0.00%
10693	Mishi Kobe Niku	$97.00	6	0.00%
10693	Tourtière	$7.45	60	15.00%
10693	Gudbrandsdalsost	$36.00	30	15.00%
10693	Röd Kaviar	$15.00	15	15.00%
10694	Uncle Bob's Organic Dried Pears	$30.00	90	0.00%
10694	Raclette Courdavault	$55.00	25	0.00%
10694	Outback Lager	$15.00	50	0.00%
10695	Northwoods Cranberry Sauce	$40.00	10	0.00%
10695	Queso Manchego La Pastora	$38.00	4	0.00%
10695	Guaraná Fantástica	$4.50	20	0.00%
10696	Alice Mutton	$39.00	20	0.00%
10696	Spegesild	$12.00	18	0.00%
10697	Teatime Chocolate Biscuits	$9.20	7	25.00%
10697	Steeleye Stout	$18.00	9	25.00%
10697	Escargots de Bourgogne	$13.25	30	25.00%
10697	Outback Lager	$15.00	30	25.00%
10698	Queso Cabrales	$21.00	15	0.00%
10698	Alice Mutton	$39.00	8	5.00%
10698	Thüringer Rostbratwurst	$123.79	12	5.00%
10698	Louisiana Fiery Hot Pepper Sauce	$21.05	65	5.00%
10698	Outback Lager	$15.00	8	5.00%
10699	Zaanse koeken	$9.50	12	0.00%
10700	Chai	$18.00	5	20.00%
10700	Sasquatch Ale	$14.00	12	20.00%
10700	Scottish Longbreads	$12.50	40	20.00%
10700	Fløtemysost	$21.50	60	20.00%
10701	Raclette Courdavault	$55.00	42	15.00%
10701	Fløtemysost	$21.50	20	15.00%
10701	Lakkalikööri	$18.00	35	15.00%
10702	Aniseed Syrup	$10.00	6	0.00%
10702	Lakkalikööri	$18.00	15	0.00%
10703	Chang	$19.00	5	0.00%
10703	Raclette Courdavault	$55.00	35	0.00%
10703	Röd Kaviar	$15.00	35	0.00%
10704	Chef Anton's Cajun Seasoning	$22.00	6	0.00%
10704	Guaraná Fantástica	$4.50	35	0.00%
10704	Chocolade	$12.75	24	0.00%
10705	Gorgonzola Telino	$12.50	20	0.00%
10705	Mascarpone Fabioli	$32.00	4	0.00%
10706	Pavlova	$17.45	20	0.00%
10706	Ipoh Coffee	$46.00	24	0.00%
10706	Raclette Courdavault	$55.00	8	0.00%
10707	Pâté chinois	$24.00	21	0.00%
10707	Ravioli Angelo	$19.50	40	0.00%
10707	Outback Lager	$15.00	28	15.00%
10708	Chef Anton's Gumbo Mix	$21.35	4	0.00%
10708	Inlagd Sill	$19.00	5	0.00%
10709	Northwoods Cranberry Sauce	$40.00	40	0.00%
10709	Manjimup Dried Apples	$53.00	28	0.00%
10709	Camembert Pierrot	$34.00	10	0.00%
10710	Teatime Chocolate Biscuits	$9.20	5	0.00%
10710	Zaanse koeken	$9.50	5	0.00%
10711	Teatime Chocolate Biscuits	$9.20	12	0.00%
10711	Jack's New England Clam Chowder	$9.65	42	0.00%
10711	Perth Pasties	$32.80	120	0.00%
10712	Perth Pasties	$32.80	3	5.00%
10712	Gnocchi di nonna Alice	$38.00	30	0.00%
10713	Ikura	$31.00	18	0.00%
10713	Gumbär Gummibärchen	$31.23	30	0.00%
10713	Røgede sild	$9.50	110	0.00%
10713	Spegesild	$12.00	24	0.00%
10714	Chang	$19.00	30	25.00%
10714	Alice Mutton	$39.00	27	25.00%
10714	Zaanse koeken	$9.50	50	25.00%
10714	Gnocchi di nonna Alice	$38.00	18	25.00%
10714	Escargots de Bourgogne	$13.25	12	25.00%
10715	Ikura	$31.00	21	0.00%
10715	Fløtemysost	$21.50	30	0.00%
10716	Sir Rodney's Scones	$10.00	5	0.00%
10716	Manjimup Dried Apples	$53.00	7	0.00%
10716	Sirop d'érable	$28.50	10	0.00%
10717	Sir Rodney's Scones	$10.00	32	5.00%
10717	Tourtière	$7.45	15	0.00%
10717	Gudbrandsdalsost	$36.00	25	5.00%
10718	Queso Manchego La Pastora	$38.00	36	0.00%
10718	Pavlova	$17.45	20	0.00%
10718	Inlagd Sill	$19.00	40	0.00%
10718	Tarte au sucre	$49.30	20	0.00%
10719	Carnarvon Tigers	$62.50	12	25.00%
10719	Nord-Ost Matjeshering	$25.89	3	25.00%
10719	Tourtière	$7.45	40	25.00%
10720	Steeleye Stout	$18.00	21	0.00%
10720	Fløtemysost	$21.50	8	0.00%
10721	Gula Malacca	$19.45	50	5.00%
10722	Chang	$19.00	3	0.00%
10722	Gorgonzola Telino	$12.50	50	0.00%
10722	Scottish Longbreads	$12.50	45	0.00%
10722	Rhönbräu Klosterbier	$7.75	42	0.00%
10723	Gumbär Gummibärchen	$31.23	15	0.00%
10724	Ikura	$31.00	16	0.00%
10724	Sirop d'érable	$28.50	5	0.00%
10725	Jack's New England Clam Chowder	$9.65	12	0.00%
10725	Filo Mix	$7.00	4	0.00%
10725	Pâté chinois	$24.00	6	0.00%
10726	Chef Anton's Cajun Seasoning	$22.00	25	0.00%
10726	Queso Cabrales	$21.00	5	0.00%
10727	Alice Mutton	$39.00	20	5.00%
10727	Gnocchi di nonna Alice	$38.00	10	5.00%
10727	Raclette Courdavault	$55.00	10	5.00%
10728	Nord-Ost Matjeshering	$25.89	15	0.00%
10728	Boston Crab Meat	$18.40	6	0.00%
10728	Pâté chinois	$24.00	12	0.00%
10728	Camembert Pierrot	$34.00	15	0.00%
10729	Chai	$18.00	50	0.00%
10729	Sir Rodney's Scones	$10.00	30	0.00%
10729	Valkoinen suklaa	$16.25	40	0.00%
10730	Pavlova	$17.45	15	5.00%
10730	Gorgonzola Telino	$12.50	3	5.00%
10730	Louisiana Fiery Hot Pepper Sauce	$21.05	10	5.00%
10731	Sir Rodney's Scones	$10.00	40	5.00%
10731	Manjimup Dried Apples	$53.00	30	5.00%
10732	Lakkalikööri	$18.00	20	0.00%
10733	Tofu	$23.25	16	0.00%
10733	Rössle Sauerkraut	$45.60	20	0.00%
10733	Filo Mix	$7.00	25	0.00%
10734	Grandma's Boysenberry Spread	$25.00	30	0.00%
10734	Nord-Ost Matjeshering	$25.89	15	0.00%
10734	Lakkalikööri	$18.00	20	0.00%
10735	Sirop d'érable	$28.50	20	10.00%
10735	Original Frankfurter grüne Soße	$13.00	2	10.00%
10736	Louisiana Fiery Hot Pepper Sauce	$21.05	40	0.00%
10736	Rhönbräu Klosterbier	$7.75	20	0.00%
10737	Konbu	$6.00	4	0.00%
10737	Jack's New England Clam Chowder	$9.65	12	0.00%
10738	Pavlova	$17.45	3	0.00%
10739	Inlagd Sill	$19.00	6	0.00%
10739	Filo Mix	$7.00	18	0.00%
10740	Rössle Sauerkraut	$45.60	5	20.00%
10740	Steeleye Stout	$18.00	35	20.00%
10740	Røgede sild	$9.50	40	20.00%
10740	Gnocchi di nonna Alice	$38.00	14	20.00%
10741	Chang	$19.00	15	20.00%
10742	Aniseed Syrup	$10.00	20	0.00%
10742	Camembert Pierrot	$34.00	50	0.00%
10742	Mozzarella di Giovanni	$34.80	35	0.00%
10743	Spegesild	$12.00	28	5.00%
10744	Boston Crab Meat	$18.40	50	20.00%
10745	Carnarvon Tigers	$62.50	24	0.00%
10745	Gula Malacca	$19.45	16	0.00%
10745	Raclette Courdavault	$55.00	45	0.00%
10745	Mozzarella di Giovanni	$34.80	7	0.00%
10746	Konbu	$6.00	6	0.00%
10746	Singaporean Hokkien Fried Mee	$14.00	28	0.00%
10746	Tarte au sucre	$49.30	9	0.00%
10746	Gudbrandsdalsost	$36.00	40	0.00%
10747	Gorgonzola Telino	$12.50	8	0.00%
10747	Jack's New England Clam Chowder	$9.65	35	0.00%
10747	Vegie-spread	$43.90	9	0.00%
10747	Gudbrandsdalsost	$36.00	30	0.00%
10748	Tunnbröd	$9.00	44	0.00%
10748	Boston Crab Meat	$18.40	40	0.00%
10748	Gnocchi di nonna Alice	$38.00	28	0.00%
10749	Gnocchi di nonna Alice	$38.00	15	0.00%
10749	Raclette Courdavault	$55.00	6	0.00%
10749	Lakkalikööri	$18.00	10	0.00%
10750	Tofu	$23.25	5	15.00%
10750	Røgede sild	$9.50	40	15.00%
10750	Raclette Courdavault	$55.00	25	15.00%
10751	Gumbär Gummibärchen	$31.23	12	10.00%
10751	Nord-Ost Matjeshering	$25.89	30	0.00%
10751	Valkoinen suklaa	$16.25	20	10.00%
10751	Röd Kaviar	$15.00	15	0.00%
10752	Chai	$18.00	8	0.00%
10752	Gudbrandsdalsost	$36.00	3	0.00%
10753	Røgede sild	$9.50	4	0.00%
10753	Longlife Tofu	$10.00	5	0.00%
10754	Boston Crab Meat	$18.40	3	0.00%
10755	Zaanse koeken	$9.50	30	25.00%
10755	Gnocchi di nonna Alice	$38.00	30	25.00%
10755	Ravioli Angelo	$19.50	14	25.00%
10755	Gudbrandsdalsost	$36.00	25	25.00%
10756	Carnarvon Tigers	$62.50	21	20.00%
10756	Inlagd Sill	$19.00	20	20.00%
10756	Scottish Longbreads	$12.50	6	20.00%
10756	Gudbrandsdalsost	$36.00	20	20.00%
10757	Sasquatch Ale	$14.00	30	0.00%
10757	Raclette Courdavault	$55.00	7	0.00%
10757	Tarte au sucre	$49.30	30	0.00%
10757	Wimmers gute Semmelknödel	$33.25	24	0.00%
10758	Gumbär Gummibärchen	$31.23	20	0.00%
10758	Filo Mix	$7.00	60	0.00%
10758	Outback Lager	$15.00	40	0.00%
10759	Mascarpone Fabioli	$32.00	10	0.00%
10760	NuNuCa Nuß-Nougat-Creme	$14.00	12	25.00%
10760	Schoggi Schokolade	$43.90	40	0.00%
10760	Ipoh Coffee	$46.00	30	25.00%
10761	NuNuCa Nuß-Nougat-Creme	$14.00	35	25.00%
10761	Rhönbräu Klosterbier	$7.75	18	0.00%
10762	Chartreuse verte	$18.00	16	0.00%
10762	Zaanse koeken	$9.50	30	0.00%
10762	Manjimup Dried Apples	$53.00	28	0.00%
10762	Gnocchi di nonna Alice	$38.00	60	0.00%
10763	Sir Rodney's Scones	$10.00	40	0.00%
10763	Gustaf's Knäckebröd	$21.00	6	0.00%
10763	Guaraná Fantástica	$4.50	20	0.00%
10764	Aniseed Syrup	$10.00	20	10.00%
10764	Chartreuse verte	$18.00	130	10.00%
10765	Louisiana Fiery Hot Pepper Sauce	$21.05	80	10.00%
10766	Chang	$19.00	40	0.00%
10766	Uncle Bob's Organic Dried Pears	$30.00	35	0.00%
10766	Scottish Longbreads	$12.50	40	0.00%
10767	Singaporean Hokkien Fried Mee	$14.00	2	0.00%
10768	Gustaf's Knäckebröd	$21.00	4	0.00%
10768	Gorgonzola Telino	$12.50	50	0.00%
10768	Camembert Pierrot	$34.00	15	0.00%
10768	Fløtemysost	$21.50	12	0.00%
10769	Jack's New England Clam Chowder	$9.65	30	5.00%
10769	Filo Mix	$7.00	15	5.00%
10769	Sirop d'érable	$28.50	20	0.00%
10769	Tarte au sucre	$49.30	15	0.00%
10770	Queso Cabrales	$21.00	15	25.00%
10771	Fløtemysost	$21.50	16	0.00%
10772	Thüringer Rostbratwurst	$123.79	18	0.00%
10772	Raclette Courdavault	$55.00	25	0.00%
10773	Alice Mutton	$39.00	33	0.00%
10773	Gorgonzola Telino	$12.50	70	20.00%
10773	Rhönbräu Klosterbier	$7.75	7	20.00%
10774	Gorgonzola Telino	$12.50	2	25.00%
10774	Louisiana Hot Spiced Okra	$17.00	50	0.00%
10775	Ikura	$31.00	6	0.00%
10775	Laughing Lumberjack Lager	$14.00	3	0.00%
10776	Gorgonzola Telino	$12.50	16	5.00%
10776	Singaporean Hokkien Fried Mee	$14.00	12	5.00%
10776	Røgede sild	$9.50	27	5.00%
10776	Manjimup Dried Apples	$53.00	120	5.00%
10777	Singaporean Hokkien Fried Mee	$14.00	20	20.00%
10778	Jack's New England Clam Chowder	$9.65	10	0.00%
10779	Pavlova	$17.45	20	0.00%
10779	Tarte au sucre	$49.30	20	0.00%
10780	Outback Lager	$15.00	35	0.00%
10780	Original Frankfurter grüne Soße	$13.00	15	0.00%
10781	Tourtière	$7.45	3	20.00%
10781	Gnocchi di nonna Alice	$38.00	20	20.00%
10781	Longlife Tofu	$10.00	35	0.00%
10782	Gorgonzola Telino	$12.50	1	0.00%
10783	Gorgonzola Telino	$12.50	10	0.00%
10783	Côte de Blaye	$263.50	5	0.00%
10784	Inlagd Sill	$19.00	30	0.00%
10784	Chartreuse verte	$18.00	2	15.00%
10784	Mozzarella di Giovanni	$34.80	30	15.00%
10785	Ikura	$31.00	10	0.00%
10785	Rhönbräu Klosterbier	$7.75	10	0.00%
10786	Northwoods Cranberry Sauce	$40.00	30	20.00%
10786	Nord-Ost Matjeshering	$25.89	15	20.00%
10786	Rhönbräu Klosterbier	$7.75	42	20.00%
10787	Chang	$19.00	15	5.00%
10787	Thüringer Rostbratwurst	$123.79	20	5.00%
10788	Teatime Chocolate Biscuits	$9.20	50	5.00%
10788	Rhönbräu Klosterbier	$7.75	40	5.00%
10789	Carnarvon Tigers	$62.50	30	0.00%
10789	Steeleye Stout	$18.00	15	0.00%
10789	Vegie-spread	$43.90	30	0.00%
10789	Scottish Longbreads	$12.50	18	0.00%
10790	Uncle Bob's Organic Dried Pears	$30.00	3	15.00%
10790	Gnocchi di nonna Alice	$38.00	20	15.00%
10791	Thüringer Rostbratwurst	$123.79	14	5.00%
10791	Jack's New England Clam Chowder	$9.65	20	5.00%
10792	Chang	$19.00	10	0.00%
10792	Tourtière	$7.45	3	0.00%
10792	Scottish Longbreads	$12.50	15	0.00%
10793	Jack's New England Clam Chowder	$9.65	14	0.00%
10793	Filo Mix	$7.00	8	0.00%
10794	Tofu	$23.25	15	20.00%
10794	Tourtière	$7.45	6	20.00%
10795	Pavlova	$17.45	65	0.00%
10795	Alice Mutton	$39.00	35	25.00%
10796	Gumbär Gummibärchen	$31.23	21	20.00%
10796	Gula Malacca	$19.45	10	0.00%
10796	Wimmers gute Semmelknödel	$33.25	35	20.00%
10796	Gudbrandsdalsost	$36.00	24	20.00%
10797	Queso Cabrales	$21.00	20	0.00%
10798	Tarte au sucre	$49.30	2	0.00%
10798	Mozzarella di Giovanni	$34.80	10	0.00%
10799	Konbu	$6.00	20	15.00%
10799	Guaraná Fantástica	$4.50	20	15.00%
10799	Raclette Courdavault	$55.00	25	0.00%
10800	Queso Cabrales	$21.00	50	10.00%
10800	Manjimup Dried Apples	$53.00	10	10.00%
10800	Tourtière	$7.45	7	10.00%
10801	Alice Mutton	$39.00	40	25.00%
10801	Thüringer Rostbratwurst	$123.79	20	25.00%
10802	Nord-Ost Matjeshering	$25.89	25	25.00%
10802	Manjimup Dried Apples	$53.00	30	25.00%
10802	Pâté chinois	$24.00	60	25.00%
10802	Tarte au sucre	$49.30	5	25.00%
10803	Teatime Chocolate Biscuits	$9.20	24	5.00%
10803	NuNuCa Nuß-Nougat-Creme	$14.00	15	5.00%
10803	Raclette Courdavault	$55.00	15	5.00%
10804	Ikura	$31.00	36	0.00%
10804	Rössle Sauerkraut	$45.60	24	0.00%
10804	Maxilaku	$20.00	4	15.00%
10805	Sasquatch Ale	$14.00	10	0.00%
10805	Côte de Blaye	$263.50	10	0.00%
10806	Chang	$19.00	20	25.00%
10806	Louisiana Fiery Hot Pepper Sauce	$21.05	2	0.00%
10806	Longlife Tofu	$10.00	15	25.00%
10807	Boston Crab Meat	$18.40	1	0.00%
10808	Gnocchi di nonna Alice	$38.00	20	15.00%
10808	Lakkalikööri	$18.00	50	15.00%
10809	Filo Mix	$7.00	20	0.00%
10810	Konbu	$6.00	7	0.00%
10810	NuNuCa Nuß-Nougat-Creme	$14.00	5	0.00%
10810	Outback Lager	$15.00	5	0.00%
10811	Teatime Chocolate Biscuits	$9.20	15	0.00%
10811	Tunnbröd	$9.00	18	0.00%
10811	Boston Crab Meat	$18.40	30	0.00%
10812	Gorgonzola Telino	$12.50	16	10.00%
10812	Mozzarella di Giovanni	$34.80	40	10.00%
10812	Original Frankfurter grüne Soße	$13.00	20	0.00%
10813	Chang	$19.00	12	20.00%
10813	Spegesild	$12.00	35	0.00%
10814	Jack's New England Clam Chowder	$9.65	20	0.00%
10814	Ipoh Coffee	$46.00	20	15.00%
10814	Chocolade	$12.75	8	15.00%
10814	Sirop d'érable	$28.50	30	15.00%
10815	Geitost	$2.50	16	0.00%
10816	Côte de Blaye	$263.50	30	5.00%
10816	Tarte au sucre	$49.30	20	5.00%
10817	Gumbär Gummibärchen	$31.23	40	15.00%
10817	Côte de Blaye	$263.50	30	0.00%
10817	Boston Crab Meat	$18.40	60	15.00%
10817	Tarte au sucre	$49.30	25	15.00%
10818	Mascarpone Fabioli	$32.00	20	0.00%
10818	Jack's New England Clam Chowder	$9.65	20	0.00%
10819	Ipoh Coffee	$46.00	7	0.00%
10819	Rhönbräu Klosterbier	$7.75	20	0.00%
10820	Gnocchi di nonna Alice	$38.00	30	0.00%
10821	Steeleye Stout	$18.00	20	0.00%
10821	Manjimup Dried Apples	$53.00	6	0.00%
10822	Tarte au sucre	$49.30	3	0.00%
10822	Outback Lager	$15.00	6	0.00%
10823	Queso Cabrales	$21.00	20	10.00%
10823	Ravioli Angelo	$19.50	15	0.00%
10823	Raclette Courdavault	$55.00	40	10.00%
10823	Original Frankfurter grüne Soße	$13.00	15	10.00%
10824	Jack's New England Clam Chowder	$9.65	12	0.00%
10824	Outback Lager	$15.00	9	0.00%
10825	Gumbär Gummibärchen	$31.23	12	0.00%
10825	Perth Pasties	$32.80	20	0.00%
10826	Gorgonzola Telino	$12.50	35	0.00%
10826	Ravioli Angelo	$19.50	15	0.00%
10827	Ikura	$31.00	15	0.00%
10827	Chartreuse verte	$18.00	21	0.00%
10828	Sir Rodney's Marmalade	$81.00	5	0.00%
10828	Côte de Blaye	$263.50	2	0.00%
10829	Chang	$19.00	10	0.00%
10829	Northwoods Cranberry Sauce	$40.00	20	0.00%
10829	Konbu	$6.00	10	0.00%
10829	Camembert Pierrot	$34.00	21	0.00%
10830	Grandma's Boysenberry Spread	$25.00	6	0.00%
10830	Chartreuse verte	$18.00	28	0.00%
10830	Camembert Pierrot	$34.00	30	0.00%
10830	Scottish Longbreads	$12.50	24	0.00%
10831	Teatime Chocolate Biscuits	$9.20	2	0.00%
10831	Steeleye Stout	$18.00	8	0.00%
10831	Côte de Blaye	$263.50	8	0.00%
10831	Ipoh Coffee	$46.00	9	0.00%
10832	Konbu	$6.00	3	20.00%
10832	NuNuCa Nuß-Nougat-Creme	$14.00	10	20.00%
10832	Gula Malacca	$19.45	16	20.00%
10832	Wimmers gute Semmelknödel	$33.25	3	0.00%
10833	Uncle Bob's Organic Dried Pears	$30.00	20	10.00%
10833	Gorgonzola Telino	$12.50	9	10.00%
10833	Perth Pasties	$32.80	9	10.00%
10834	Thüringer Rostbratwurst	$123.79	8	5.00%
10834	Nord-Ost Matjeshering	$25.89	20	5.00%
10835	Raclette Courdavault	$55.00	15	0.00%
10835	Original Frankfurter grüne Soße	$13.00	2	20.00%
10836	Gustaf's Knäckebröd	$21.00	52	0.00%
10836	Steeleye Stout	$18.00	6	0.00%
10836	Ravioli Angelo	$19.50	24	0.00%
10836	Camembert Pierrot	$34.00	60	0.00%
10836	Wimmers gute Semmelknödel	$33.25	30	0.00%
10837	Konbu	$6.00	6	0.00%
10837	Boston Crab Meat	$18.40	25	0.00%
10837	Zaanse koeken	$9.50	40	25.00%
10837	Lakkalikööri	$18.00	21	25.00%
10838	Chai	$18.00	4	25.00%
10838	Carnarvon Tigers	$62.50	25	25.00%
10838	Inlagd Sill	$19.00	50	25.00%
10839	Escargots de Bourgogne	$13.25	30	10.00%
10839	Mozzarella di Giovanni	$34.80	15	10.00%
10840	NuNuCa Nuß-Nougat-Creme	$14.00	6	20.00%
10840	Chartreuse verte	$18.00	10	20.00%
10841	Ikura	$31.00	16	0.00%
10841	Gnocchi di nonna Alice	$38.00	30	0.00%
10841	Raclette Courdavault	$55.00	50	0.00%
10841	Original Frankfurter grüne Soße	$13.00	15	0.00%
10842	Queso Cabrales	$21.00	15	0.00%
10842	Ipoh Coffee	$46.00	5	0.00%
10842	Scottish Longbreads	$12.50	20	0.00%
10842	Outback Lager	$15.00	12	0.00%
10843	Manjimup Dried Apples	$53.00	4	25.00%
10844	Gustaf's Knäckebröd	$21.00	35	0.00%
10845	Tunnbröd	$9.00	70	10.00%
10845	Steeleye Stout	$18.00	25	10.00%
10845	Singaporean Hokkien Fried Mee	$14.00	42	10.00%
10845	Escargots de Bourgogne	$13.25	60	10.00%
10845	Wimmers gute Semmelknödel	$33.25	48	0.00%
10846	Chef Anton's Cajun Seasoning	$22.00	21	0.00%
10846	Outback Lager	$15.00	30	0.00%
10846	Longlife Tofu	$10.00	20	0.00%
10847	Chai	$18.00	80	20.00%
10847	Teatime Chocolate Biscuits	$9.20	12	20.00%
10847	Gravad lax	$26.00	60	20.00%
10847	Røgede sild	$9.50	36	20.00%
10847	Camembert Pierrot	$34.00	45	20.00%
10847	Fløtemysost	$21.50	55	20.00%
10848	Chef Anton's Gumbo Mix	$21.35	30	0.00%
10848	Mishi Kobe Niku	$97.00	3	0.00%
10849	Aniseed Syrup	$10.00	49	0.00%
10849	Gumbär Gummibärchen	$31.23	18	15.00%
10850	NuNuCa Nuß-Nougat-Creme	$14.00	20	15.00%
10850	Geitost	$2.50	4	15.00%
10850	Outback Lager	$15.00	30	15.00%
10851	Chang	$19.00	5	5.00%
10851	NuNuCa Nuß-Nougat-Creme	$14.00	10	5.00%
10851	Ravioli Angelo	$19.50	10	5.00%
10851	Raclette Courdavault	$55.00	42	5.00%
10852	Chang	$19.00	15	0.00%
10852	Alice Mutton	$39.00	6	0.00%
10852	Tarte au sucre	$49.30	50	0.00%
10853	Carnarvon Tigers	$62.50	10	0.00%
10854	Ikura	$31.00	100	15.00%
10854	Konbu	$6.00	65	15.00%
10855	Pavlova	$17.45	50	0.00%
10855	Gorgonzola Telino	$12.50	14	0.00%
10855	Gnocchi di nonna Alice	$38.00	24	0.00%
10855	Louisiana Fiery Hot Pepper Sauce	$21.05	15	15.00%
10856	Chang	$19.00	20	0.00%
10856	Singaporean Hokkien Fried Mee	$14.00	20	0.00%
10857	Aniseed Syrup	$10.00	30	0.00%
10857	Gumbär Gummibärchen	$31.23	35	25.00%
10857	Thüringer Rostbratwurst	$123.79	10	25.00%
10858	Uncle Bob's Organic Dried Pears	$30.00	5	0.00%
10858	Schoggi Schokolade	$43.90	10	0.00%
10858	Outback Lager	$15.00	4	0.00%
10859	Guaraná Fantástica	$4.50	40	25.00%
10859	Tourtière	$7.45	35	25.00%
10859	Wimmers gute Semmelknödel	$33.25	30	25.00%
10860	Manjimup Dried Apples	$53.00	3	0.00%
10860	Lakkalikööri	$18.00	20	0.00%
10861	Alice Mutton	$39.00	42	0.00%
10861	Carnarvon Tigers	$62.50	20	0.00%
10861	Sir Rodney's Scones	$10.00	40	0.00%
10861	Geitost	$2.50	35	0.00%
10861	Tarte au sucre	$49.30	3	0.00%
10862	Queso Cabrales	$21.00	25	0.00%
10862	Filo Mix	$7.00	8	0.00%
10863	Chai	$18.00	20	15.00%
10863	Escargots de Bourgogne	$13.25	12	15.00%
10864	Steeleye Stout	$18.00	4	0.00%
10864	Laughing Lumberjack Lager	$14.00	15	0.00%
10865	Côte de Blaye	$263.50	60	5.00%
10865	Chartreuse verte	$18.00	80	5.00%
10866	Chang	$19.00	21	25.00%
10866	Guaraná Fantástica	$4.50	6	25.00%
10866	Nord-Ost Matjeshering	$25.89	40	25.00%
10867	Perth Pasties	$32.80	3	0.00%
10868	Gumbär Gummibärchen	$31.23	20	0.00%
10868	Steeleye Stout	$18.00	30	0.00%
10868	Maxilaku	$20.00	42	10.00%
10869	Chai	$18.00	40	0.00%
10869	Queso Cabrales	$21.00	10	0.00%
10869	Tunnbröd	$9.00	50	0.00%
10869	Scottish Longbreads	$12.50	20	0.00%
10870	Steeleye Stout	$18.00	3	0.00%
10870	Manjimup Dried Apples	$53.00	2	0.00%
10871	Grandma's Boysenberry Spread	$25.00	50	5.00%
10871	Pavlova	$17.45	12	5.00%
10871	Alice Mutton	$39.00	16	5.00%
10872	Pâté chinois	$24.00	10	5.00%
10872	Tarte au sucre	$49.30	20	5.00%
10872	Wimmers gute Semmelknödel	$33.25	15	5.00%
10872	Louisiana Fiery Hot Pepper Sauce	$21.05	21	5.00%
10873	Sir Rodney's Scones	$10.00	20	0.00%
10873	Rössle Sauerkraut	$45.60	3	0.00%
10874	Ikura	$31.00	10	0.00%
